timestamp,ssid,mac,channel,rssi,authmode,hidden
'1605922681','qwerz','00:81:C4:73:FC:92','11','-73','3', '0'
'1605922686','BVG Wi-Fi','00:81:C4:21:4E:00','1','-73','0', '0'
'1605922686','qwerz','00:81:C4:21:4E:02','1','-73','3', '0'
'1605922686','BVG Wi-Fi','00:81:C4:73:FC:90','11','-79','0', '0'
'1605922687','qwerz','00:81:C4:73:FC:92','11','-78','3', '0'
'1605922692','qwerz','00:81:C4:21:4E:02','1','-76','3', '0'
'1605922692','BVG Wi-Fi','00:81:C4:73:FC:90','11','-75','0', '0'
'1605922692','qwerz','00:81:C4:73:FC:92','11','-76','3', '0'
'1605922697','qwerz','00:81:C4:21:4E:02','1','-83','3', '0'
'1605922697','BVG Wi-Fi','00:81:C4:21:4E:00','1','-85','0', '0'
'1605922697','BVG Wi-Fi','00:81:C4:73:FC:90','11','-75','0', '0'
'1605922697','qwerz','00:81:C4:73:FC:92','11','-75','3', '0'
'1605922703','qwerz','00:81:C4:21:4E:02','1','-77','3', '0'
'1605922703','BVG Wi-Fi','00:81:C4:21:4E:00','1','-81','0', '0'
'1605922703','BVG Wi-Fi','00:81:C4:73:FC:90','11','-70','0', '0'
'1605922703','qwerz','00:81:C4:73:FC:92','11','-73','3', '0'
'1605922708','BVG Wi-Fi','00:81:C4:21:4E:00','1','-75','0', '0'
'1605922708','qwerz','00:81:C4:21:4E:02','1','-73','3', '0'
'1605922708','BVG Wi-Fi','00:81:C4:73:FC:90','11','-72','0', '0'
'1605922709','qwerz','00:81:C4:73:FC:92','11','-73','3', '0'
'1605922714','BVG Wi-Fi','00:81:C4:21:4E:00','1','-69','0', '0'
'1605922714','qwerz','00:81:C4:21:4E:02','1','-68','3', '0'
'1605922714','BVG Wi-Fi','00:81:C4:73:FC:90','11','-72','0', '0'
'1605922714','qwerz','00:81:C4:73:FC:92','11','-72','3', '0'
'1605922719','BVG Wi-Fi','00:81:C4:21:4E:00','1','-74','0', '0'
'1605922719','qwerz','00:81:C4:21:4E:02','1','-74','3', '0'
'1605922720','BVG Wi-Fi','00:81:C4:73:FC:90','11','-60','0', '0'
'1605922720','qwerz','00:81:C4:73:FC:92','11','-60','3', '0'
'1605922725','BVG Wi-Fi','00:81:C4:21:4E:00','1','-74','0', '0'
'1605922725','qwerz','00:81:C4:21:4E:02','1','-73','3', '0'
'1605922725','BVG Wi-Fi','00:81:C4:73:FC:90','11','-57','0', '0'
'1605922725','qwerz','00:81:C4:73:FC:92','11','-60','3', '0'
'1605922731','BVG Wi-Fi','00:81:C4:21:4E:00','1','-75','0', '0'
'1605922731','qwerz','00:81:C4:21:4E:02','1','-76','3', '0'
'1605922731','BVG Wi-Fi','00:81:C4:73:FC:90','11','-56','0', '0'
'1605922731','qwerz','00:81:C4:73:FC:92','11','-57','3', '0'
'1605922736','BVG Wi-Fi','00:81:C4:21:4E:00','1','-75','0', '0'
'1605922736','qwerz','00:81:C4:21:4E:02','1','-74','3', '0'
'1605922736','BVG Wi-Fi','00:81:C4:73:FC:90','11','-53','0', '0'
'1605922737','qwerz','00:81:C4:73:FC:92','11','-53','3', '0'
'1605922742','BVG Wi-Fi','00:81:C4:21:4E:00','1','-62','0', '0'
'1605922742','qwerz','00:81:C4:21:4E:02','1','-62','3', '0'
'1605922742','BVG Wi-Fi','00:81:C4:73:FC:90','11','-39','0', '0'
'1605922742','qwerz','00:81:C4:73:FC:92','11','-39','3', '0'
'1605922747','BVG Wi-Fi','00:81:C4:21:4E:00','1','-56','0', '0'
'1605922748','qwerz','00:81:C4:21:4E:02','1','-56','3', '0'
'1605922748','BVG Wi-Fi','00:81:C4:73:FC:90','11','-42','0', '0'
'1605922748','qwerz','00:81:C4:73:FC:92','11','-51','3', '0'
'1605922753','BVG Wi-Fi','00:81:C4:21:4E:00','1','-68','0', '0'
'1605922753','qwerz','00:81:C4:21:4E:02','1','-67','3', '0'
'1605922753','BVG Wi-Fi','00:81:C4:73:FC:90','11','-60','0', '0'
'1605922753','qwerz','00:81:C4:73:FC:92','11','-61','3', '0'
